other,num_reactions,num_comments,num_shares,num_likes,num_loves
3248,21,2,0,21,0
3249,10,3,0,10,0
3250,616,7130,734,528,81
3251,414,35,11,406,2
3252,10,9,1,10,0
3253,298,614,118,251,43
3254,111,7,30,109,1
3255,19,6,0,17,0
3256,311,869,71,258,51
3257,92,2,5,90,1
3258,12,2,1,12,0
3259,18,3,0,18,0
3260,317,1215,74,269,41
3261,5,0,0,5,0
3262,7,0,0,7,0
3263,89,5,46,89,0
3264,296,869,58,252,39
3265,45,2,0,45,0
3266,15,0,1,15,0
3267,57,0,59,57,0
3268,74,5,1,67,3
3269,15,0,0,15,0
3270,63,1,36,62,1
3271,23,0,0,23,0
3272,60,2,59,60,0
3273,11,0,1,11,0
3274,105,2,2,102,0
3275,35,1,2,35,0
3276,25,0,1,25,0
3277,18,0,1,18,0
3278,18,2,1,18,0
3279,8,0,0,8,0
3280,76,0,6,76,0
3281,10,0,0,10,0
3282,44,0,18,44,0
3283,82,4,19,82,0
3284,33,6,1,33,0
3285,114,1,0,112,1
3286,219,7,2,212,6
3287,16,8,0,12,1
3288,17,3,0,16,1
3289,54,6,1,52,0
3290,6,3,0,6,0
3291,194,551,92,162,32
3292,21,10,0,16,3
3293,637,50,3,578,38
3294,5,8,0,5,0
3295,247,810,224,207,38
3296,20,6,0,19,0
3297,439,5006,698,340,91
3298,65,8,2,62,3
3299,76,0,6,75,1
3300,292,579,176,241,48
3301,12,1,0,12,0
3302,51,7,0,49,2
3303,12,1,0,12,0
3304,545,4741,482,455,81
3305,356,50,3,345,10
3306,75,3,1,74,0
3307,14,5,0,13,1
3308,51,1,0,51,0
3309,30,0,0,29,1
3310,11,1,1,11,0
3311,3,0,0,3,0
3312,10,0,0,10,0
3313,215,44,0,176,1
3314,5,2,0,5,0
3315,9,2,0,9,0
3316,63,8,2,63,0
3317,17,3,1,17,0
3318,67,2,0,62,2
3319,17,0,0,17,0
3320,12,3,0,12,0
3321,12,0,0,12,0
3322,153,11,4,148,2
3323,360,1543,128,315,35
3324,17,6,0,17,0
3325,11,2,0,11,0
3326,352,4162,293,284,60
3327,48,0,1,48,0
3328,225,17,3,212,11
3329,4,7,1,4,0
3330,12,7,0,11,1
3331,480,3175,458,395,82
3332,183,14,1,179,4
3333,117,12,6,114,2
3334,532,7783,498,444,81
3335,11,0,8,11,0
3336,10,1,0,10,0
3337,11,3,0,11,0
3338,498,3882,287,393,98
3339,44,0,1,44,0
3340,45,4,1,44,1
3341,96,5,1,92,3
3342,21,0,0,20,1
3343,144,3,16,144,0
3344,32,1,0,32,0
3345,27,0,0,27,0
3346,95,0,9,93,1
3347,14,3,0,14,0
3348,425,4761,297,318,95
3349,4,0,1,4,0
3350,483,4031,328,376,87
3351,456,3420,60,276,165
3352,157,43,1,148,7
3353,134,11,8,127,5
3354,16,1,1,16,0
3355,583,6151,118,424,119
3356,395,205,2,376,11
3357,18,0,0,18,0
3358,303,714,52,241,58
3359,98,12,2,91,1
3360,76,34,2,76,0
3361,50,3,2,48,2
3362,12,0,0,12,0
3363,6,0,0,6,0
3364,36,3,1,34,2
3365,6,0,0,6,0
3366,166,17,2,164,2
3367,96,3,1,96,0
3368,12,1,1,12,0
3369,394,97,5,378,5
3370,13,0,1,13,0
3371,6,1,1,6,0
3372,141,13,3,137,4
3373,167,63,8,167,0
3374,40,2,2,39,0
3375,10,0,1,10,0
3376,10,0,1,10,0
3377,30,3,2,30,0
3378,7,0,1,7,0
3379,148,15,2,140,3
3380,10,0,0,10,0
3381,83,0,3,78,4
3382,245,351,41,194,42
3383,249,7,3,241,5
3384,11,0,1,11,0
3385,265,708,33,190,70
3386,3,0,1,3,0
3387,90,26,1,86,2
3388,124,24,1,119,4
3389,326,970,63,260,62
3390,10,0,7,9,1
3391,234,9,23,214,12
3392,274,605,45,213,53
3393,151,19,2,147,2
3394,8,2,1,8,0
3395,46,3,6,40,0
3396,42,2,1,41,1
3397,76,5,1,74,1
3398,28,6,1,27,0
3399,299,955,88,235,59
3400,91,12,1,87,3
3401,12,3,1,9,2
3402,206,438,96,174,31
3403,40,2,0,40,0
3404,334,0,20,333,1
3405,11,0,1,10,1
3406,57,0,10,57,0
3407,259,799,85,190,67
3408,6,0,0,6,0
3409,300,965,72,234,64
3410,120,37,2,118,2
3411,46,3,1,46,0
3412,18,1,0,18,0
3413,18,3,2,18,0
3414,36,3,2,36,0
3415,11,0,2,11,0
3416,25,0,1,25,0
3417,8,2,2,8,0
3418,17,0,1,17,0
3419,8,0,0,8,0
3420,14,0,1,14,0
3421,11,0,1,11,0
3422,10,0,1,10,0
3423,16,0,0,16,0
3424,47,1,0,45,2
3425,72,4,8,71,1
3426,230,622,81,193,35
3427,8,1,0,8,0
3428,231,939,117,191,38
3429,103,23,0,100,3
3430,5,2,0,5,0
3431,21,4,0,21,0
3432,5,0,0,5,0
3433,276,744,75,217,55
3434,18,1,0,17,1
3435,54,0,2,53,1
3436,5,2,0,5,0
3437,301,1154,121,242,54
3438,65,0,0,63,2
3439,196,63,2,189,7
3440,6,0,0,6,0
3441,8,0,0,8,0
3442,221,290,66,174,45
3443,4,0,0,4,0
3444,118,13,4,110,7
3445,279,1034,95,216,61
3446,136,27,4,132,3
3447,97,1,67,94,0
3448,10,0,0,10,0
3449,8,1,0,8,0
3450,72,4,3,72,0
3451,5,1,0,5,0
3452,347,2025,200,284,58
3453,7,0,2,7,0
3454,113,45,2,110,1
3455,37,2,3,35,1
3456,17,0,1,15,1
3457,6,0,1,6,0
3458,61,11,0,58,1
3459,50,0,3,48,1
3460,25,7,0,25,0
3461,6,4,0,6,0
3462,265,637,63,218,46
3463,419,233,6,403,6
3464,66,5,1,65,1
3465,12,2,0,12,0
3466,4,1,0,4,0
3467,57,5,1,56,1
3468,46,5,0,45,0
3469,7,1,0,6,1
3470,264,1044,51,224,36
3471,8,1,0,8,0
3472,38,6,0,38,0
3473,186,3,0,179,4
3474,235,593,45,196,36
3475,50,6,0,48,2
3476,5,0,0,5,0
3477,70,2,1,66,3
3478,168,40,2,162,5
3479,29,0,1,28,1
3480,28,4,1,28,0
3481,9,0,0,9,0
3482,82,3,0,81,1
3483,175,7,1,167,4
3484,13,3,1,12,0
3485,329,1372,69,239,82
3486,169,16,1,163,3
3487,200,6,0,187,8
3488,264,959,140,214,46
3489,7,1,0,7,0
3490,24,0,2,24,0
3491,20,0,3,20,0
3492,19,0,0,19,0
3493,33,8,0,33,0
3494,22,5,0,21,1
3495,122,20,0,118,2
3496,5,3,0,5,0
3497,474,5,0,453,20
3498,482,1278,176,351,124
3499,61,5,2,60,1
3500,5,4,0,5,0
3501,406,1156,139,310,94
3502,53,0,10,51,2
3503,413,1418,131,308,93
3504,50,0,0,50,0
3505,6,0,0,6,0
3506,216,15,2,214,2
3507,8,2,0,8,0
3508,568,11,0,554,14
3509,8,0,0,8,0
3510,3,0,0,3,0
3511,73,3,0,72,1
3512,249,481,24,225,19
3513,294,994,106,235,55
3514,232,4,3,224,7
3515,219,8,0,215,3
3516,6,0,0,6,0
3517,8,0,0,8,0
3518,450,1346,192,312,124
3519,6,0,1,6,0
3520,303,764,70,234,62
3521,7,2,0,7,0
3522,307,593,72,259,43
3523,26,0,0,26,0
3524,384,1789,210,280,92
3525,14,0,0,14,0
3526,222,16,3,204,11
3527,154,14,0,150,3
3528,14,0,0,11,0
3529,378,1053,142,267,102
3530,750,5839,477,580,145
3531,13,0,0,13,0
3532,333,982,93,240,88
3533,193,182,12,183,10
3534,5,0,0,5,0
3535,397,1250,85,289,98
3536,10,0,0,10,0
3537,3,0,0,3,0
3538,300,633,55,263,37
3539,257,799,64,214,41
3540,11,0,0,11,0
3541,31,2,1,31,0
3542,7,1,1,7,0
3543,285,866,53,221,62
3544,91,5,1,91,0
3545,57,3,1,57,0
3546,3,0,0,3,0
3547,7,0,0,7,0
3548,95,3,0,93,1
3549,9,0,0,9,0
3550,328,662,62,222,104
3551,557,27,2,517,36
3552,11,0,0,11,0
3553,228,507,42,184,40
3554,15,10,0,14,1
3555,187,315,39,168,19
3556,74,1,0,71,3
3557,5,0,0,5,0
3558,240,769,37,209,28
3559,70,2,0,69,0
3560,54,2,1,52,0
3561,194,645,28,158,35
3562,7,0,0,7,0
3563,38,0,7,38,0
3564,130,12,0,128,2
3565,4,1,0,4,0
3566,211,677,23,172,38
3567,253,841,41,211,39
3568,229,803,36,195,31
3569,59,12,1,57,1
3570,12,1,0,12,0
3571,37,3,0,37,0
3572,69,5,0,69,0
3573,33,3,0,33,0
3574,20,0,0,20,0
3575,8,3,1,8,0
3576,20,3,0,20,0
3577,12,0,0,12,0
3578,214,778,56,181,29
3579,407,58,0,392,15
3580,36,1,1,35,1
3581,19,3,0,18,1
3582,14,4,0,14,0
3583,11,0,0,11,0
3584,8,1,0,8,0
3585,14,0,1,13,1
3586,69,9,0,68,1
3587,55,2,0,53,2
3588,247,606,26,191,54
3589,278,860,56,230,44
3590,16,2,0,16,0
3591,30,3,0,29,1
3592,86,9,1,80,2
3593,31,2,0,31,0
3594,10,1,0,10,0
3595,206,464,64,172,33
3596,391,4,0,387,4
3597,54,1,0,53,1
3598,279,570,88,235,41
3599,85,0,0,83,2
3600,39,3,0,38,1
3601,41,0,0,40,1
3602,358,1037,100,296,55
3603,92,9,0,92,0
3604,25,2,0,25,0
3605,32,3,0,32,0
3606,249,784,119,197,51
3607,64,1,0,62,2
3608,126,969,79,75,49
3609,95,30,0,91,2
3610,75,6,3,75,0
3611,144,11,0,137,2
3612,99,5,0,92,1
3613,378,931,95,320,53
3614,284,562,93,249,32
3615,509,1776,138,381,123
3616,164,3,3,159,2
3617,25,9,0,24,0
3618,92,5,0,89,0
3619,108,10,1,106,1
3620,144,8,0,135,4
3621,20,0,0,18,0
3622,30,0,0,30,0
3623,69,0,1,67,1
3624,87,217,28,73,14
3625,26,0,0,26,0
3626,7,0,0,7,0
3627,131,566,43,107,18
3628,22,1,0,22,0
3629,113,7,0,112,0
3630,100,280,58,83,17
3631,40,0,1,39,1
3632,13,0,0,12,1
3633,100,4,0,94,3
3634,64,7,0,61,2
3635,142,683,49,118,21
3636,150,559,38,133,16
3637,37,0,0,34,1
3638,139,627,53,123,14
3639,11,2,0,10,0
3640,4,0,0,3,0
3641,16,1,0,15,0
3642,5,0,0,5,0
3643,100,382,41,82,16
3644,68,240,20,53,14
3645,61,257,19,51,9
3646,21,0,0,21,0
3647,9,1,2,9,0
3648,12,0,1,12,0
3649,130,175,30,107,16
3650,51,81,18,47,3
3651,43,3,1,40,2
3652,49,183,74,43,4
3653,19,82,4,18,1
3654,69,290,34,60,9
3655,13,0,0,13,0
3656,51,126,7,45,6
3657,19,3,1,19,0
3658,13,4,0,12,1
3659,19,35,1,19,0
3660,11,1,0,11,0
3661,28,68,7,23,5
3662,10,2,0,10,0
3663,10,0,0,10,0
3664,2,0,0,2,0
3665,1,0,0,1,0
3666,17,0,0,17,0
3667,33,130,5,25,6
3668,20,0,0,20,0
3669,35,132,2,32,3
3670,29,7,0,29,0
3671,12,2,0,12,0
3672,3,1,0,3,0
3673,3,0,0,3,0
3674,61,278,13,53,8
3675,12,3,0,12,0
3676,0,0,0,0,0
3677,2,0,0,2,0
3678,1,0,0,1,0
3679,3,0,0,3,0
3680,2,0,0,2,0
3681,1,0,0,1,0
3682,0,0,0,0,0
3683,2,0,1,2,0
3684,0,0,0,0,0
3685,2,1,0,2,0
3686,34,104,5,29,3
3687,23,4,0,23,0
3688,1,0,0,1,0
3689,3,3,0,3,0
3690,2,2,0,2,0
3691,12,0,0,11,1
3692,9,0,0,8,1
3693,5,0,0,5,0
3694,54,236,17,43,10
3695,31,14,2,31,0
3696,4,0,0,3,1
3697,30,182,17,20,10
3698,22,4,0,22,0
3699,20,2,0,20,0
3700,4,0,0,4,0
3701,48,3,0,44,3
3702,3,0,0,3,0
3703,21,0,0,20,1
3704,39,237,16,34,5
3705,26,8,0,26,0
3706,12,2,0,12,0
3707,0,0,0,0,0
3708,30,197,4,24,6
3709,3,0,0,3,0
3710,44,11,0,44,0
3711,64,32,1,64,0
3712,3,0,0,3,0
3713,3,0,0,3,0
3714,17,0,0,17,0
3715,72,252,30,61,11
3716,21,4,0,20,1
3717,8,0,0,6,1
3718,336,4,18,333,2
3719,6,0,0,6,0
3720,2,0,0,2,0
3721,2,0,0,2,0
3722,4,0,0,4,0
3723,12,0,0,12,0
3724,7,3,1,7,0
3725,2,0,0,2,0
3726,4,0,0,4,0
3727,0,0,0,0,0
3728,5,0,0,5,0
3729,0,0,0,0,0
3730,2,0,0,2,0
3731,8,0,0,8,0
3732,2,0,0,2,0
3733,7,0,0,7,0
3734,5,0,0,5,0
3735,5,0,1,5,0
3736,0,0,0,0,0
3737,1,0,0,1,0
3738,0,0,0,0,0
3739,0,0,0,0,0
3740,4,0,0,4,0
3741,1,0,0,1,0
3742,2,0,0,2,0
3743,5,0,0,5,0
3744,3,0,0,3,0
3745,1,0,0,1,0
3746,2,0,0,2,0
3747,626,3,88,601,3
3748,4,0,0,4,0
3749,12,0,3,12,0
3750,8,0,0,8,0
3751,0,0,0,0,0
3752,2,0,0,2,0
3753,1,0,0,1,0
3754,7,0,0,7,0
3755,1,0,0,1,0
3756,1,0,0,1,0
3757,15,0,0,15,0
3758,10,0,0,10,0
3759,3,0,0,3,0
3760,6,0,1,5,1
3761,4,0,0,4,0
3762,0,0,0,0,0
3763,0,0,0,0,0
3764,3,0,0,3,0
3765,3,0,0,3,0
3766,3,0,0,3,0
3767,1,0,0,1,0
3768,3,0,0,3,0
3769,4,1,0,4,0
3770,1,0,0,1,0
3771,23,3,0,23,0
3772,3,0,0,3,0
3773,2,0,0,2,0
3774,4,0,0,4,0
3775,1,0,0,1,0
3776,0,0,0,0,0
3777,1,0,0,1,0
3778,3,0,0,3,0
3779,1,0,0,1,0
3780,1,0,0,1,0
3781,13,0,0,13,0
3782,0,0,0,0,0
3783,11,0,0,11,0
3784,4,0,0,4,0
3785,3,0,0,3,0
3786,1,0,0,1,0
3787,1,0,0,1,0
3788,2,0,0,2,0
3789,5,0,0,5,0
3790,10,0,0,10,0
3791,1,0,0,1,0
3792,1,0,0,1,0
3793,6,0,0,6,0
3794,0,0,0,0,0
3795,0,0,0,0,0
3796,2,0,0,2,0
3797,10,0,0,10,0
3798,1,0,0,1,0
3799,2,0,0,2,0
3800,2,0,0,2,0
3801,6,1,0,6,0
3802,1,0,0,1,0
3803,1,0,0,1,0
3804,1,0,0,1,0
3805,6,1,0,6,0
3806,2,0,0,2,0
3807,1,0,0,1,0
3808,2,0,0,2,0
3809,4,0,0,4,0
3810,2,0,0,2,0
3811,1,0,0,1,0
3812,1,0,0,1,0
3813,1,0,0,1,0
3814,2,0,0,2,0
3815,0,0,0,0,0
3816,134,5,1,133,1
3817,1,1,0,0,0
3818,2,0,0,2,0
3819,4,0,0,4,0
3820,1,0,0,1,0
3821,2,0,0,2,0
3822,2,0,0,2,0
3823,0,0,0,0,0
3824,2,0,0,2,0
3825,3,0,0,3,0
3826,1,0,0,1,0
3827,3,0,0,3,0
3828,2,0,0,2,0
3829,1,0,0,1,0
3830,3,0,0,3,0
3831,3,0,0,3,0
3832,3,3,1,3,0
3833,2,0,0,2,0
3834,1,0,1,1,0
3835,0,0,0,0,0
3836,2,0,0,2,0
3837,2,0,0,2,0
3838,0,0,0,0,0
3839,1,0,0,1,0
3840,2,0,0,2,0
3841,2,0,0,2,0
3842,3,0,0,3,0
3843,1,0,0,1,0
3844,4,0,0,2,2
3845,5,0,0,5,0
3846,4,0,3,4,0
3847,529,226,5,515,5
3848,984,5166,690,768,200
3849,373,54,1,362,7
3850,256,535,52,220,34
3851,1238,7895,1101,981,233
3852,315,34,1,309,3
3853,252,733,77,220,25
3854,1140,6523,879,901,214
3855,624,11,104,616,6
3856,174,324,31,151,21
3857,245,477,61,210,31
3858,1156,7208,997,845,282
3859,1818,33,5,1775,29
3860,876,133,4,865,5
3861,185,31,1,182,2
3862,763,4083,784,597,159
3863,288,1715,89,234,45
3864,910,5963,874,695,198
3865,352,29,3,323,2
3866,565,25,2,549,7
3867,856,5204,793,647,187
3868,509,17,131,386,3
3869,257,28,0,248,5
3870,1059,6535,915,827,215
3871,835,3919,684,606,217
3872,820,4829,739,523,276
3873,291,895,167,243,46
3874,1004,7061,1003,746,237
3875,359,47,3,350,4
3876,846,3692,1636,680,141
3877,426,40,5,420,6
3878,2402,97,3,2344,41
3879,258,37,3,250,5
3880,329,1909,137,240,85
3881,808,5516,760,597,198
3882,892,6622,1026,612,260
3883,195,22,2,191,3
3884,914,7013,1011,584,251
3885,1048,3740,974,866,165
3886,563,28,5,554,4
3887,703,4007,844,548,139
3888,707,63,3,694,7
3889,213,5,2,209,3
3890,250,1061,54,213,36
3891,829,6940,1055,648,166
3892,1078,9452,1379,820,234
3893,287,65,3,280,1
3894,305,1724,223,248,49
3895,543,2041,476,445,87
3896,300,297,60,267,29
3897,840,7145,1136,624,196
3898,840,4018,1412,683,144
3899,273,69,5,260,6
3900,576,158,8,562,10
3901,293,0,1,286,7
3902,581,20,0,545,6
3903,751,35,2,733,7
3904,473,83,4,450,20
3905,1386,51,6,1367,9
3906,434,58,17,420,7
3907,391,8,48,278,0
3908,280,29,4,277,3
3909,345,70,2,335,4
3910,296,31,5,291,1
3911,186,19,1,174,5
3912,358,12,2,348,4
3913,414,5,61,356,0
3914,429,88,0,415,3
3915,136,18,1,134,2
3916,125,4,2,123,1
3917,251,18,2,246,3
3918,158,9,1,157,1
3919,177,16,1,171,3
3920,287,38,2,260,0
3921,153,7,42,148,0
3922,214,18,1,211,1
3923,806,51,0,770,23
3924,312,37,6,303,5
3925,244,30,5,237,3
3926,637,64,8,627,8
3927,195,15,0,188,4
3928,287,43,3,281,4
3929,357,59,3,341,6
3930,182,27,1,176,4
3931,307,51,4,301,5
3932,403,89,4,391,8
3933,211,24,1,209,2
3934,300,46,1,285,0
3935,287,29,3,278,4
3936,223,19,1,211,7
3937,181,15,0,179,2
3938,56,3,0,54,1
3939,378,48,3,367,4
3940,397,87,10,383,5
3941,397,76,4,382,9
3942,940,49,1,862,40
3943,138,8,0,136,2
3944,78,5,1,78,0
3945,128,5,4,123,1
3946,306,32,4,302,2
3947,128,12,1,123,1
3948,119,9,0,115,2
3949,96,5,2,92,0
3950,354,66,2,348,3
3951,121,11,1,114,7
3952,94,9,1,90,0
3953,164,15,5,158,0
3954,342,34,1,326,12
3955,163,13,0,159,4
3956,73,11,0,71,1
3957,247,17,1,241,3
3958,53,3,0,50,3
3959,120,17,0,117,3
3960,155,31,1,144,4
3961,431,27,0,414,10
3962,110,15,0,108,2
3963,187,18,0,183,4
3964,105,20,0,104,0
3965,99,16,0,97,2
3966,161,18,0,158,3
3967,91,6,0,82,0
3968,316,65,16,306,4
3969,91,5,0,87,2
3970,151,9,1,147,1
3971,70,12,0,66,0
3972,154,821,75,120,32
3973,208,981,108,165,37
3974,2,0,0,2,0
3975,17,0,1,16,1
3976,9,0,1,9,0
3977,123,524,56,100,21
3978,157,591,61,123,29
3979,24,0,0,24,0
3980,27,0,4,27,0
3981,190,723,85,127,55
3982,19,0,0,19,0
3983,22,2,1,22,0
3984,164,1120,67,120,40
3985,186,817,68,154,27
3986,41,0,0,41,0
3987,249,1734,247,198,47
3988,83,272,14,73,10
3989,156,333,97,124,30
3990,219,994,112,174,40
3991,7,0,0,7,0
3992,123,574,49,103,18
3993,171,408,38,143,27
3994,180,1002,76,148,28
3995,325,10,1,319,4
3996,164,518,40,138,23
3997,24,0,1,23,1
3998,215,1229,84,167,44
3999,75,450,25,63,12
4000,134,360,65,107,27
4001,145,746,61,113,31
4002,68,4,0,68,0
4003,22,4,0,21,1
4004,160,1020,61,122,38
4005,91,432,32,77,14
4006,132,332,56,101,31
4007,20,2,0,20,0
4008,150,568,30,110,38
4009,43,2,0,43,0
4010,203,775,62,161,37
4011,53,134,10,44,9
4012,26,3,3,25,1
4013,103,440,69,80,20
4014,31,4,0,31,0
4015,133,758,52,108,24
4016,124,416,41,104,20
4017,34,1,0,34,0
4018,28,1,2,28,0
4019,13,0,0,13,0
4020,114,938,59,86,27
4021,500,9,15,497,1
4022,15,0,0,15,0
4023,35,0,15,35,0
4024,5,0,15,5,0
4025,5,0,15,5,0
4026,2,0,15,2,0
4027,25,1,1,25,0
4028,0,0,0,0,0
4029,1,0,1,1,0
4030,4,0,0,4,0
4031,0,0,0,0,0
4032,2,0,0,2,0
4033,1,0,3,1,0
4034,2,0,0,2,0
4035,0,0,0,0,0
4036,4,0,3,4,0
4037,0,0,0,0,0
4038,0,0,0,0,0
4039,0,0,0,0,0
4040,0,0,0,0,0
4041,1,0,0,1,0
4042,0,0,0,0,0
4043,0,0,0,0,0
4044,1,0,0,1,0
4045,3,0,0,3,0
4046,0,0,0,0,0
4047,0,0,0,0,0
4048,0,0,0,0,0
4049,5,0,0,4,1
4050,2,0,0,2,0
4051,9,0,0,9,0
4052,2,0,0,2,0
4053,2,0,0,2,0
4054,1,0,0,1,0
4055,0,0,0,0,0
4056,2,0,0,2,0
4057,0,0,0,0,0
4058,1,0,0,1,0
4059,1,0,0,1,0
4060,3,0,0,3,0
4061,0,0,0,0,0
4062,1,0,0,1,0
4063,0,0,0,0,0
4064,0,0,0,0,0
4065,0,0,0,0,0
4066,0,0,0,0,0
4067,0,0,0,0,0
4068,0,0,0,0,0
4069,1,0,0,1,0
4070,0,0,0,0,0
4071,1,0,0,1,0
4072,1,0,0,1,0
4073,3,0,0,3,0
4074,0,0,0,0,0
4075,1,0,0,1,0
4076,1,0,0,1,0
4077,0,0,0,0,0
4078,3,0,0,3,0
4079,5,0,0,5,0
4080,2,0,0,2,0
4081,4,0,1,4,0
4082,0,0,0,0,0
4083,0,0,0,0,0
4084,1,0,1,1,0
4085,2,0,0,2,0
4086,2,0,0,2,0
4087,0,0,0,0,0
4088,3,0,0,3,0
4089,2,0,1,2,0
4090,0,0,0,0,0
4091,3,0,0,3,0
4092,3,0,0,3,0
4093,2,0,0,2,0
4094,1,0,0,1,0
4095,2,0,0,2,0
4096,2,0,0,1,1
4097,1,0,1,1,0
4098,2,0,1,2,0
4099,4,0,0,4,0
4100,2,0,0,2,0
4101,5,0,0,5,0
4102,4,0,0,4,0
4103,0,0,0,0,0
4104,1,0,0,1,0
4105,12,1,4,12,0
4106,6,0,12,6,0
4107,12,0,14,12,0
4108,1,0,0,1,0
4109,12,0,8,12,0
4110,11,0,7,11,0
4111,10,0,0,10,0
4112,4,0,0,4,0
4113,0,0,0,0,0
4114,2,0,0,2,0
4115,0,0,0,0,0
4116,0,0,0,0,0
4117,1,0,0,1,0
4118,0,0,0,0,0
4119,1,0,0,1,0
4120,0,0,0,0,0
4121,0,0,0,0,0
4122,0,0,0,0,0
4123,4,0,0,4,0
4124,1,0,0,1,0
4125,0,0,0,0,0
4126,0,0,0,0,0
4127,0,0,0,0,0
4128,0,0,0,0,0
4129,2,0,0,2,0
4130,2,0,1,2,0
4131,1,0,1,1,0
4132,0,0,1,0,0
4133,0,0,0,0,0
4134,3,0,0,3,0
4135,0,0,0,0,0
4136,1,0,1,1,0
4137,2,0,0,2,0
4138,0,0,0,0,0
4139,0,0,0,0,0
4140,0,0,0,0,0
4141,1,0,0,1,0
4142,3,0,0,3,0
4143,1,0,0,1,0
4144,4,0,1,4,0
4145,3,0,0,3,0
4146,1,0,0,1,0
4147,1,0,0,1,0
4148,1,0,0,0,1
4149,2,0,0,2,0
4150,0,0,0,0,0
4151,2,0,1,2,0
4152,64,91,322,54,7
4153,1,0,0,1,0
4154,34,73,242,27,5
4155,0,0,0,0,0
4156,0,0,0,0,0
4157,3,0,1,3,0
4158,4,0,1,4,0
4159,7,0,0,7,0
4160,4,0,0,3,1
4161,0,0,0,0,0
4162,1,0,0,1,0
4163,3,0,0,2,1
4164,5,0,0,5,0
4165,4,0,0,4,0
4166,1,1,1,1,0
4167,1,0,0,1,0
4168,5,0,1,5,0
4169,5,0,0,5,0
4170,0,0,0,0,0
4171,4,0,1,4,0
4172,3,0,0,3,0
4173,7,0,0,7,0
4174,4,0,0,4,0
4175,3,0,0,3,0
4176,1,0,1,1,0
4177,1,0,0,1,0
4178,0,0,0,0,0
4179,1,0,0,1,0
4180,2,0,0,2,0
4181,4,0,0,4,0
4182,3,0,0,3,0
4183,3,0,0,3,0
4184,2,0,0,2,0
4185,3,0,0,3,0
4186,2,0,0,2,0
4187,1,0,0,1,0
4188,1,0,0,1,0
4189,2,0,0,2,0
4190,11,0,0,10,1
4191,3,0,0,3,0
4192,6,0,0,6,0
4193,1,0,0,1,0
4194,2,0,0,2,0
4195,0,0,0,0,0
4196,2,0,0,2,0
4197,0,0,0,0,0
4198,1,0,0,1,0
4199,7,1,0,7,0
4200,0,0,0,0,0
4201,3,0,1,3,0
4202,1,0,0,1,0
4203,1,0,0,1,0
4204,1,0,0,1,0
4205,3,0,0,3,0
4206,0,0,0,0,0
4207,1,0,0,1,0
4208,4,0,0,4,0
4209,3,0,0,3,0
4210,2,0,0,2,0
4211,4,0,0,4,0
4212,0,0,0,0,0
4213,5,0,0,4,1
4214,1,0,0,0,1
4215,1,1,0,0,1
4216,9,0,0,9,0
4217,5,0,0,5,0
4218,3,0,0,3,0
4219,7,0,0,7,0
4220,2,0,0,2,0
4221,4,0,0,4,0
4222,5,0,0,5,0
4223,3,0,0,3,0
4224,5,0,0,5,0
4225,8,0,0,8,0
4226,2,0,0,2,0
4227,3,0,0,3,0
4228,2,0,0,2,0
4229,4,0,0,4,0
4230,3,0,0,3,0
4231,5,0,0,4,1
4232,6,0,0,6,0
4233,3,0,0,3,0
4234,1,0,0,1,0
4235,5,0,0,5,0
4236,4,0,0,4,0
4237,2,0,0,2,0
4238,0,0,0,0,0
4239,0,0,0,0,0
4240,7,0,0,7,0
4241,2,0,0,2,0
4242,9,0,0,9,0
4243,3,0,0,3,0
4244,4,0,0,4,0
4245,1,0,0,1,0
4246,2,0,0,2,0
4247,0,0,0,0,0
4248,3,0,0,3,0
4249,0,0,0,0,0
4250,2,0,0,2,0
4251,5,0,0,5,0
4252,1,0,0,1,0
4253,2,0,0,2,0
4254,0,0,0,0,0
4255,5,0,0,5,0
4256,1,0,0,1,0
4257,11,0,0,11,0
4258,3,0,0,3,0
4259,10,0,0,10,0
4260,91,91,277,78,13
4261,3,0,0,3,0
4262,1,0,0,1,0
4263,1,0,0,1,0
4264,2,0,0,2,0
4265,1,0,0,1,0
4266,0,0,0,0,0
4267,7,0,0,7,0
4268,1,0,0,1,0
4269,1,0,0,1,0
4270,3,0,0,3,0
4271,5,0,0,5,0
4272,5,0,0,5,0
4273,1,0,0,1,0
4274,5,0,0,5,0
4275,4,1,0,4,0
4276,8,0,0,8,0
4277,3,0,0,3,0
4278,5,0,0,5,0
4279,47,39,8,43,4
4280,28,39,16,27,1
4281,3,0,0,3,0
4282,3,0,0,3,0
4283,1,0,0,1,0
4284,105,136,67,89,15
4285,8,0,0,8,0
4286,182,235,73,161,20
4287,1,0,0,1,0
4288,4,0,0,4,0
4289,2,0,0,2,0
4290,3,0,0,3,0
4291,1,0,0,1,0
4292,0,0,0,0,0
4293,0,0,0,0,0
4294,3,0,0,3,0
4295,116,200,239,94,18
4296,7,0,0,7,0
4297,10,0,0,10,0
4298,42,89,295,35,7
4299,2,0,0,2,0
4300,0,0,0,0,0
4301,133,157,278,117,16
4302,4,0,0,4,0
4303,16,1,0,15,1
4304,128,164,79,109,18
4305,2,0,0,2,0
4306,3,0,0,3,0
4307,3,0,0,3,0
4308,54,90,281,47,7
4309,1,0,0,1,0
4310,2,0,0,2,0
4311,5,0,0,5,0
4312,71,123,277,58,10
4313,3,0,0,3,0
4314,6,0,0,5,1
4315,88,247,319,72,13
